Record_ID,Video_ID,Video_Title,Channel_ID,Country_ID,Category_ID,Trending_Date,Published_Date,Trending_Rank,Views,Likes,Comments,Duration_Days
TR000704,VID000704,The Ultimate Tech Review 2026,CH006,TW,C08,2026-06-24,2026-05-17,14,101292,2490,518,8
TR000705,VID000705,Championship Final Highlights,CH003,CA,C04,2026-06-24,2026-02-27,15,181458,14643,1539,13
TR000706,VID000706,AI Technology Explained,CH003,GB,C04,2026-06-24,2026-06-23,16,415883,14809,344,14
TR000707,VID000707,New Science Discovery Explained,CH011,JP,C02,2026-06-24,2026-03-27,17,1226397,122494,11489,3
TR000708,VID000708,AI Technology Explained,CH009,GB,C06,2026-06-24,2026-05-13,18,101017,3432,444,8
TR000709,VID000709,Funny Moments You Can't Miss,CH007,AU,C09,2026-06-24,2026-05-21,19,3307906,254423,4885,11
TR000710,VID000710,The Ultimate Tech Review 2026,CH007,GB,C09,2026-06-24,2026-03-10,20,112517,10816,1222,12
TR000711,VID000711,Behind the Scenes: Movie Production,CH008,CA,C05,2026-06-24,2026-04-12,21,90314,9543,449,4
TR000712,VID000712,Amazing Street Food Tour,CH001,US,C07,2026-06-24,2026-03-17,22,1943709,142916,20898,4
TR000713,VID000713,Funny Moments You Can't Miss,CH002,JP,C01,2026-06-24,2026-06-22,23,192213,5565,1875,14
TR000714,VID000714,Top 10 Gaming Moments,CH005,JP,C02,2026-06-24,2026-03-17,24,868436,95387,744,8
TR000715,VID000715,Best Travel Destinations 2026,CH012,US,C01,2026-06-24,2026-04-11,25,3308594,373302,31416,5
TR000716,VID000716,Funny Moments You Can't Miss,CH007,US,C09,2026-06-24,2026-04-07,26,506952,27509,6768,2
TR000717,VID000717,Breaking News: Global Update,CH004,US,C03,2026-06-24,2026-04-04,27,3036474,277052,17675,2
TR000718,VID000718,K-Pop New Release Performance,CH011,JP,C02,2026-06-24,2026-04-01,28,155154,14467,600,12
TR000719,VID000719,2026 Global Music Festival Highlights,CH003,GB,C04,2026-06-24,2026-03-05,29,718023,35177,8325,3
TR000720,VID000720,New Science Discovery Explained,CH006,JP,C08,2026-06-24,2026-06-17,30,754451,13342,8997,8
TR000721,VID000721,Best Travel Destinations 2026,CH003,GB,C04,2026-06-25,2026-03-25,1,308819,22334,4301,11
TR000722,VID000722,Best Travel Destinations 2026,CH010,US,C10,2026-06-25,2026-05-20,2,5410197,164486,56859,6
TR000723,VID000723,AI Technology Explained,CH009,TW,C06,2026-06-25,2026-04-05,3,141535,5742,698,3
TR000724,VID000724,Amazing Street Food Tour,CH011,JP,C02,2026-06-25,2026-04-25,4,907341,26690,12983,6
TR000725,VID000725,Championship Final Highlights,CH008,US,C05,2026-06-25,2026-03-23,5,1140939,113341,16891,8
TR000726,VID000726,Championship Final Highlights,CH006,JP,C08,2026-06-25,2026-05-21,6,218747,23333,644,7
TR000727,VID000727,Behind the Scenes: Movie Production,CH011,KR,C02,2026-06-25,2026-03-26,7,416002,14737,5157,5
TR000728,VID000728,2026 Global Music Festival Highlights,CH001,JP,C07,2026-06-25,2026-04-23,8,424136,38443,3355,3
TR000729,VID000729,2026 Global Music Festival Highlights,CH005,JP,C02,2026-06-25,2026-03-01,9,380611,24443,4084,12
TR000730,VID000730,The Ultimate Tech Review 2026,CH008,CA,C05,2026-06-25,2026-06-02,10,862560,68367,4262,6
TR000731,VID000731,Funny Moments You Can't Miss,CH011,US,C02,2026-06-25,2026-05-06,11,110699,4552,1567,2
TR000732,VID000732,Top 10 Gaming Moments,CH008,CA,C05,2026-06-25,2026-03-21,12,978020,74501,14606,1
TR000733,VID000733,Best Travel Destinations 2026,CH001,JP,C07,2026-06-25,2026-04-24,13,534371,17643,1564,13
TR000734,VID000734,Championship Final Highlights,CH007,GB,C09,2026-06-25,2026-04-22,14,82935,5665,207,11
TR000735,VID000735,Amazing Street Food Tour,CH006,JP,C08,2026-06-25,2026-04-05,15,1298067,91716,9457,6
TR000736,VID000736,K-Pop New Release Performance,CH003,US,C04,2026-06-25,2026-06-09,16,383812,40143,3940,1
TR000737,VID000737,Funny Moments You Can't Miss,CH010,JP,C10,2026-06-25,2026-06-23,17,541623,50570,2717,5
TR000738,VID000738,Behind the Scenes: Movie Production,CH005,JP,C02,2026-06-25,2026-03-12,18,760772,57004,5661,9
TR000739,VID000739,The Ultimate Tech Review 2026,CH002,TW,C01,2026-06-25,2026-03-10,19,216494,5983,320,7
TR000740,VID000740,The Ultimate Tech Review 2026,CH001,US,C07,2026-06-25,2026-03-20,20,745104,66376,3696,11
TR000741,VID000741,The Ultimate Tech Review 2026,CH011,US,C02,2026-06-25,2026-05-24,21,166779,15624,2302,7
TR000742,VID000742,The Ultimate Tech Review 2026,CH002,KR,C01,2026-06-25,2026-03-29,22,960600,18338,5937,6
TR000743,VID000743,Breaking News: Global Update,CH001,TW,C07,2026-06-25,2026-05-13,23,490626,51737,6406,14
TR000744,VID000744,The Ultimate Tech Review 2026,CH010,US,C10,2026-06-25,2026-04-28,24,3409499,64638,41653,10
TR000745,VID000745,Amazing Street Food Tour,CH007,AU,C09,2026-06-25,2026-03-31,25,619449,35220,8060,10
TR000746,VID000746,Breaking News: Global Update,CH009,TW,C06,2026-06-25,2026-05-09,26,565811,32458,2208,6
TR000747,VID000747,Funny Moments You Can't Miss,CH004,US,C03,2026-06-25,2026-05-18,27,496628,17092,3331,7
TR000748,VID000748,Top 10 Gaming Moments,CH012,AU,C01,2026-06-25,2026-04-24,28,144870,7905,1912,14
TR000749,VID000749,Funny Moments You Can't Miss,CH003,US,C04,2026-06-25,2026-05-14,29,380666,17623,1958,14
TR000750,VID000750,AI Technology Explained,CH008,CA,C05,2026-06-25,2026-04-19,30,319114,26060,732,2
TR000751,VID000751,K-Pop New Release Performance,CH003,GB,C04,2026-06-26,2026-06-25,1,530228,12287,7610,5
TR000752,VID000752,AI Technology Explained,CH005,JP,C02,2026-06-26,2026-04-26,2,1628676,107003,5827,1
TR000753,VID000753,Top 10 Gaming Moments,CH004,TW,C03,2026-06-26,2026-04-23,3,375368,16831,1760,14
TR000754,VID000754,Amazing Street Food Tour,CH007,GB,C09,2026-06-26,2026-06-24,4,546939,17827,2734,12
TR000755,VID000755,Breaking News: Global Update,CH006,JP,C08,2026-06-26,2026-05-25,5,2540032,69630,16057,2
TR000756,VID000756,Best Travel Destinations 2026,CH006,TW,C08,2026-06-26,2026-03-21,6,171106,3281,765,12
TR000757,VID000757,2026 Global Music Festival Highlights,CH011,JP,C02,2026-06-26,2026-03-21,7,772435,23038,8937,7
TR000758,VID000758,Breaking News: Global Update,CH006,TW,C08,2026-06-26,2026-04-07,8,386874,37294,2115,7
TR000759,VID000759,K-Pop New Release Performance,CH002,TW,C01,2026-06-26,2026-05-16,9,2333777,237400,24738,7
TR000760,VID000760,Best Travel Destinations 2026,CH009,GB,C06,2026-06-26,2026-04-26,10,546094,26179,5306,10
TR000761,VID000761,Breaking News: Global Update,CH007,AU,C09,2026-06-26,2026-03-20,11,739380,29865,4936,10
TR000762,VID000762,2026 Global Music Festival Highlights,CH003,US,C04,2026-06-26,2026-05-25,12,2862016,151866,35626,14
TR000763,VID000763,Behind the Scenes: Movie Production,CH011,JP,C02,2026-06-26,2026-04-29,13,318716,27666,276,1
TR000764,VID000764,New Science Discovery Explained,CH011,JP,C02,2026-06-26,2026-06-01,14,985674,77898,3934,9
TR000765,VID000765,Funny Moments You Can't Miss,CH008,CA,C05,2026-06-26,2026-03-08,15,258804,28633,152,12
TR000766,VID000766,Championship Final Highlights,CH008,US,C05,2026-06-26,2026-04-19,16,339748,38132,966,10
TR000767,VID000767,Behind the Scenes: Movie Production,CH011,KR,C02,2026-06-26,2026-06-05,17,78320,1840,1034,4
TR000768,VID000768,Top 10 Gaming Moments,CH005,KR,C02,2026-06-26,2026-04-05,18,282845,10219,3792,2
TR000769,VID000769,Best Travel Destinations 2026,CH011,US,C02,2026-06-26,2026-03-11,19,382929,25815,1394,3
TR000770,VID000770,AI Technology Explained,CH010,US,C10,2026-06-26,2026-05-31,20,313039,18624,1709,1
TR000771,VID000771,2026 Global Music Festival Highlights,CH002,TW,C01,2026-06-26,2026-06-23,21,889416,66475,10274,8
TR000772,VID000772,Top 10 Gaming Moments,CH003,CA,C04,2026-06-26,2026-05-08,22,343536,35758,1981,4
TR000773,VID000773,2026 Global Music Festival Highlights,CH005,TW,C02,2026-06-26,2026-06-19,23,774532,14957,8752,1
TR000774,VID000774,Best Travel Destinations 2026,CH009,US,C06,2026-06-26,2026-02-28,24,58746,5037,412,12
TR000775,VID000775,Best Travel Destinations 2026,CH006,JP,C08,2026-06-26,2026-06-06,25,794846,57465,2749,1
TR000776,VID000776,Top 10 Gaming Moments,CH010,JP,C10,2026-06-26,2026-05-12,26,211764,11636,431,13
TR000777,VID000777,Championship Final Highlights,CH010,JP,C10,2026-06-26,2026-06-24,27,182743,19971,1482,14
TR000778,VID000778,The Ultimate Tech Review 2026,CH002,KR,C01,2026-06-26,2026-06-05,28,33242,1217,17,10
TR000779,VID000779,Top 10 Gaming Moments,CH009,TW,C06,2026-06-26,2026-04-08,29,151871,4484,1701,11
TR000780,VID000780,Breaking News: Global Update,CH003,CA,C04,2026-06-26,2026-06-14,30,90794,8043,1171,2
TR000781,VID000781,Breaking News: Global Update,CH012,US,C01,2026-06-27,2026-03-09,1,311938,31397,2857,8
TR000782,VID000782,Amazing Street Food Tour,CH007,GB,C09,2026-06-27,2026-06-21,2,204317,7505,2624,7
TR000783,VID000783,Funny Moments You Can't Miss,CH011,KR,C02,2026-06-27,2026-06-16,3,971507,90045,11600,3
TR000784,VID000784,K-Pop New Release Performance,CH006,TW,C08,2026-06-27,2026-06-01,4,257239,4979,1329,6
TR000785,VID000785,New Science Discovery Explained,CH008,CA,C05,2026-06-27,2026-03-31,5,183728,7869,1946,12
TR000786,VID000786,2026 Global Music Festival Highlights,CH007,AU,C09,2026-06-27,2026-05-24,6,1306631,26847,14409,3
TR000787,VID000787,Breaking News: Global Update,CH003,US,C04,2026-06-27,2026-06-15,7,1243045,135898,11123,2
TR000788,VID000788,Breaking News: Global Update,CH012,US,C01,2026-06-27,2026-04-14,8,1216936,93862,3996,11
TR000789,VID000789,Behind the Scenes: Movie Production,CH009,TW,C06,2026-06-27,2026-06-15,9,10345443,518477,83074,5
TR000790,VID000790,New Science Discovery Explained,CH004,JP,C03,2026-06-27,2026-03-13,10,143847,8746,1445,2
TR000791,VID000791,New Science Discovery Explained,CH005,TW,C02,2026-06-27,2026-06-06,11,346048,15650,3809,6
TR000792,VID000792,New Science Discovery Explained,CH012,TW,C01,2026-06-27,2026-05-14,12,1047204,109414,1145,1
TR000793,VID000793,Amazing Street Food Tour,CH003,GB,C04,2026-06-27,2026-05-20,13,186559,21847,1494,9
TR000794,VID000794,Top 10 Gaming Moments,CH007,US,C09,2026-06-27,2026-04-29,14,428821,41687,4878,12
TR000795,VID000795,K-Pop New Release Performance,CH010,JP,C10,2026-06-27,2026-04-14,15,2138017,45976,18950,7
TR000796,VID000796,Best Travel Destinations 2026,CH002,TW,C01,2026-06-27,2026-05-06,16,455335,27147,2755,8
TR000797,VID000797,The Ultimate Tech Review 2026,CH001,TW,C07,2026-06-27,2026-06-25,17,262796,5043,1842,13
TR000798,VID000798,AI Technology Explained,CH006,JP,C08,2026-06-27,2026-03-09,18,91057,4714,860,5
TR000799,VID000799,Behind the Scenes: Movie Production,CH010,JP,C10,2026-06-27,2026-05-06,19,897210,40269,7177,3
TR000800,VID000800,New Science Discovery Explained,CH002,TW,C01,2026-06-27,2026-03-25,20,6911138,453452,79393,1
TR000801,VID000801,Breaking News: Global Update,CH012,TW,C01,2026-06-27,2026-05-05,21,128561,2790,655,10
TR000802,VID000802,K-Pop New Release Performance,CH008,US,C05,2026-06-27,2026-04-30,22,526694,36367,1023,12
TR000803,VID000803,Behind the Scenes: Movie Production,CH012,TW,C01,2026-06-27,2026-04-11,23,675821,10886,4199,8
TR000804,VID000804,Amazing Street Food Tour,CH012,AU,C01,2026-06-27,2026-05-18,24,968946,90450,11752,13
TR000805,VID000805,Championship Final Highlights,CH005,JP,C02,2026-06-27,2026-04-14,25,166811,8040,2127,7
TR000806,VID000806,Top 10 Gaming Moments,CH008,CA,C05,2026-06-27,2026-05-26,26,1128089,52220,10795,5
TR000807,VID000807,2026 Global Music Festival Highlights,CH006,TW,C08,2026-06-27,2026-06-23,27,776953,14944,4063,11
TR000808,VID000808,Top 10 Gaming Moments,CH007,US,C09,2026-06-27,2026-06-04,28,117702,13532,642,8
TR000809,VID000809,Breaking News: Global Update,CH005,TW,C02,2026-06-27,2026-06-02,29,34326,2801,326,5
TR000810,VID000810,Behind the Scenes: Movie Production,CH002,KR,C01,2026-06-27,2026-03-21,30,509630,47853,7210,14
TR000811,VID000811,Breaking News: Global Update,CH011,JP,C02,2026-06-28,2026-05-21,1,177844,15754,2062,10
TR000812,VID000812,Breaking News: Global Update,CH011,KR,C02,2026-06-28,2026-06-13,2,130781,12103,186,6
TR000813,VID000813,Amazing Street Food Tour,CH003,GB,C04,2026-06-28,2026-06-16,3,387485,22296,1536,3
TR000814,VID000814,Funny Moments You Can't Miss,CH009,GB,C06,2026-06-28,2026-05-06,4,304806,10353,4340,7
TR000815,VID000815,Behind the Scenes: Movie Production,CH002,TW,C01,2026-06-28,2026-04-11,5,2102818,129702,23686,12
TR000816,VID000816,Behind the Scenes: Movie Production,CH004,JP,C03,2026-06-28,2026-03-22,6,95754,6205,281,1
TR000817,VID000817,New Science Discovery Explained,CH011,US,C02,2026-06-28,2026-04-01,7,1152900,35662,10570,7
TR000818,VID000818,Best Travel Destinations 2026,CH006,JP,C08,2026-06-28,2026-05-10,8,544489,24307,4893,2
TR000819,VID000819,Best Travel Destinations 2026,CH001,US,C07,2026-06-28,2026-03-25,9,2331626,111043,18559,8
TR000820,VID000820,K-Pop New Release Performance,CH001,JP,C07,2026-06-28,2026-04-09,10,466389,33251,5084,4
TR000821,VID000821,AI Technology Explained,CH012,TW,C01,2026-06-28,2026-05-23,11,979442,103509,14646,1
TR000822,VID000822,Behind the Scenes: Movie Production,CH012,AU,C01,2026-06-28,2026-04-04,12,1302350,76581,17226,7
TR000823,VID000823,The Ultimate Tech Review 2026,CH006,TW,C08,2026-06-28,2026-04-05,13,68737,4418,889,14
TR000824,VID000824,Amazing Street Food Tour,CH004,US,C03,2026-06-28,2026-03-11,14,495004,17893,315,4
TR000825,VID000825,New Science Discovery Explained,CH011,JP,C02,2026-06-28,2026-04-23,15,117103,12713,840,11
TR000826,VID000826,Best Travel Destinations 2026,CH012,AU,C01,2026-06-28,2026-06-07,16,416154,10467,4555,14
TR000827,VID000827,The Ultimate Tech Review 2026,CH005,TW,C02,2026-06-28,2026-04-04,17,869270,54756,4093,1
TR000828,VID000828,Behind the Scenes: Movie Production,CH008,US,C05,2026-06-28,2026-04-27,18,387455,23420,3202,12
TR000829,VID000829,Championship Final Highlights,CH010,JP,C10,2026-06-28,2026-06-22,19,471029,31171,6692,14
TR000830,VID000830,Amazing Street Food Tour,CH007,AU,C09,2026-06-28,2026-05-05,20,484007,52512,2085,2
TR000831,VID000831,Breaking News: Global Update,CH006,TW,C08,2026-06-28,2026-03-27,21,769853,59048,9545,9
TR000832,VID000832,Best Travel Destinations 2026,CH008,US,C05,2026-06-28,2026-06-03,22,1043216,63796,8243,4
TR000833,VID000833,2026 Global Music Festival Highlights,CH004,JP,C03,2026-06-28,2026-03-22,23,377118,28261,5162,13
TR000834,VID000834,Behind the Scenes: Movie Production,CH002,JP,C01,2026-06-28,2026-04-06,24,680147,58743,5963,10
TR000835,VID000835,Amazing Street Food Tour,CH011,KR,C02,2026-06-28,2026-06-11,25,456308,39824,5181,7
TR000836,VID000836,Top 10 Gaming Moments,CH002,TW,C01,2026-06-28,2026-03-02,26,287464,20557,2366,8
TR000837,VID000837,Breaking News: Global Update,CH004,TW,C03,2026-06-28,2026-06-03,27,439960,34466,1669,8
TR000838,VID000838,2026 Global Music Festival Highlights,CH005,TW,C02,2026-06-28,2026-05-17,28,1437638,171050,13462,14
TR000839,VID000839,AI Technology Explained,CH008,US,C05,2026-06-28,2026-03-21,29,415663,28662,5009,4
TR000840,VID000840,K-Pop New Release Performance,CH001,TW,C07,2026-06-28,2026-05-10,30,370399,34748,1452,11
TR000841,VID000841,Championship Final Highlights,CH007,AU,C09,2026-06-29,2026-06-11,1,1169504,124686,4724,6
TR000842,VID000842,Funny Moments You Can't Miss,CH002,JP,C01,2026-06-29,2026-05-24,2,1628929,40246,11629,11
TR000843,VID000843,Funny Moments You Can't Miss,CH009,US,C06,2026-06-29,2026-04-18,3,208905,22777,3032,12
TR000844,VID000844,Top 10 Gaming Moments,CH012,TW,C01,2026-06-29,2026-03-14,4,127227,4219,555,13
TR000845,VID000845,Behind the Scenes: Movie Production,CH006,TW,C08,2026-06-29,2026-04-22,5,336826,31481,402,5
TR000846,VID000846,The Ultimate Tech Review 2026,CH012,TW,C01,2026-06-29,2026-05-18,6,564114,26792,8256,2
TR000847,VID000847,Breaking News: Global Update,CH010,JP,C10,2026-06-29,2026-03-27,7,1471888,84687,793,12
TR000848,VID000848,New Science Discovery Explained,CH011,US,C02,2026-06-29,2026-03-18,8,799738,68834,1143,13
TR000849,VID000849,Behind the Scenes: Movie Production,CH010,JP,C10,2026-06-29,2026-05-26,9,384981,14570,939,3
TR000850,VID000850,Championship Final Highlights,CH003,US,C04,2026-06-29,2026-04-14,10,1476368,97104,5449,2
TR000851,VID000851,Funny Moments You Can't Miss,CH004,TW,C03,2026-06-29,2026-03-18,11,163970,15550,1799,11
TR000852,VID000852,Breaking News: Global Update,CH003,US,C04,2026-06-29,2026-06-05,12,1125832,119286,14791,3
TR000853,VID000853,Championship Final Highlights,CH004,JP,C03,2026-06-29,2026-03-20,13,363334,15628,2847,13
TR000854,VID000854,Top 10 Gaming Moments,CH004,TW,C03,2026-06-29,2026-04-12,14,278011,4537,2737,8
TR000855,VID000855,K-Pop New Release Performance,CH001,US,C07,2026-06-29,2026-04-09,15,79128,6947,918,7
TR000856,VID000856,Top 10 Gaming Moments,CH003,CA,C04,2026-06-29,2026-04-30,16,176991,10949,1954,7
TR000857,VID000857,Funny Moments You Can't Miss,CH007,US,C09,2026-06-29,2026-05-19,17,519636,36792,3710,8
TR000858,VID000858,Behind the Scenes: Movie Production,CH006,JP,C08,2026-06-29,2026-05-15,18,175853,2676,752,11
TR000859,VID000859,Best Travel Destinations 2026,CH007,US,C09,2026-06-29,2026-05-04,19,2604333,160650,2324,13
TR000860,VID000860,The Ultimate Tech Review 2026,CH002,KR,C01,2026-06-29,2026-05-19,20,651812,18305,6492,2
TR000861,VID000861,New Science Discovery Explained,CH009,TW,C06,2026-06-29,2026-05-21,21,242082,23352,2957,4
TR000862,VID000862,Top 10 Gaming Moments,CH009,TW,C06,2026-06-29,2026-03-08,22,607986,62381,5393,1
TR000863,VID000863,Breaking News: Global Update,CH006,JP,C08,2026-06-29,2026-03-10,23,905296,21684,11822,10
TR000864,VID000864,New Science Discovery Explained,CH010,JP,C10,2026-06-29,2026-05-12,24,255526,30637,944,6
TR000865,VID000865,AI Technology Explained,CH003,GB,C04,2026-06-29,2026-06-01,25,3482451,149919,47725,5
TR000866,VID000866,Behind the Scenes: Movie Production,CH007,US,C09,2026-06-29,2026-06-09,26,596631,48169,949,13
TR000867,VID000867,The Ultimate Tech Review 2026,CH011,JP,C02,2026-06-29,2026-06-22,27,294713,16336,4177,5
TR000868,VID000868,New Science Discovery Explained,CH010,US,C10,2026-06-29,2026-03-26,28,238749,17924,3347,13
TR000869,VID000869,K-Pop New Release Performance,CH010,JP,C10,2026-06-29,2026-05-21,29,609794,10724,6465,1
TR000870,VID000870,Top 10 Gaming Moments,CH005,JP,C02,2026-06-29,2026-03-26,30,375284,19333,305,11
TR000871,VID000871,K-Pop New Release Performance,CH002,JP,C01,2026-06-30,2026-04-26,1,8564261,357856,99638,6
TR000872,VID000872,AI Technology Explained,CH004,US,C03,2026-06-30,2026-04-28,2,1297120,68800,16191,13
TR000873,VID000873,AI Technology Explained,CH010,JP,C10,2026-06-30,2026-06-21,3,153515,17270,1503,4
TR000874,VID000874,Breaking News: Global Update,CH006,TW,C08,2026-06-30,2026-05-12,4,36385,1837,500,10
TR000875,VID000875,Championship Final Highlights,CH005,TW,C02,2026-06-30,2026-04-01,5,1362507,122773,5978,5
TR000876,VID000876,Championship Final Highlights,CH011,KR,C02,2026-06-30,2026-06-14,6,1568210,121938,20560,7
TR000877,VID000877,Funny Moments You Can't Miss,CH011,KR,C02,2026-06-30,2026-04-25,7,1197541,48726,7914,11
TR000878,VID000878,Amazing Street Food Tour,CH008,CA,C05,2026-06-30,2026-03-25,8,751109,54688,2472,8
TR000879,VID000879,Funny Moments You Can't Miss,CH003,GB,C04,2026-06-30,2026-04-28,9,5200224,423024,42341,14
TR000880,VID000880,New Science Discovery Explained,CH010,US,C10,2026-06-30,2026-06-01,10,613395,56053,8041,5
TR000881,VID000881,Amazing Street Food Tour,CH006,TW,C08,2026-06-30,2026-06-07,11,168481,11822,351,1
TR000882,VID000882,Breaking News: Global Update,CH009,GB,C06,2026-06-30,2026-03-31,12,339038,14847,300,1
TR000883,VID000883,The Ultimate Tech Review 2026,CH011,US,C02,2026-06-30,2026-03-29,13,153676,7992,357,9
TR000884,VID000884,Top 10 Gaming Moments,CH009,GB,C06,2026-06-30,2026-06-03,14,830664,96429,7983,9
TR000885,VID000885,The Ultimate Tech Review 2026,CH006,TW,C08,2026-06-30,2026-04-24,15,86096,8314,131,7
TR000886,VID000886,Top 10 Gaming Moments,CH002,KR,C01,2026-06-30,2026-05-24,16,1134840,76271,16204,1
TR000887,VID000887,AI Technology Explained,CH001,TW,C07,2026-06-30,2026-06-29,17,831489,80097,3040,13
TR000888,VID000888,Championship Final Highlights,CH010,JP,C10,2026-06-30,2026-04-26,18,234803,3883,3253,12
TR000889,VID000889,2026 Global Music Festival Highlights,CH004,US,C03,2026-06-30,2026-04-10,19,695268,52327,3883,10
TR000890,VID000890,The Ultimate Tech Review 2026,CH003,CA,C04,2026-06-30,2026-04-22,20,333638,19209,4927,2
TR000891,VID000891,The Ultimate Tech Review 2026,CH007,US,C09,2026-06-30,2026-03-16,21,83674,8975,280,9
TR000892,VID000892,2026 Global Music Festival Highlights,CH007,AU,C09,2026-06-30,2026-03-05,22,330538,37780,3409,12
TR000893,VID000893,Breaking News: Global Update,CH008,US,C05,2026-06-30,2026-03-10,23,260464,19621,2074,1
TR000894,VID000894,Amazing Street Food Tour,CH005,JP,C02,2026-06-30,2026-06-08,24,1234598,77160,13750,5
TR000895,VID000895,AI Technology Explained,CH004,JP,C03,2026-06-30,2026-04-09,25,1700858,121464,17549,7
TR000896,VID000896,AI Technology Explained,CH007,US,C09,2026-06-30,2026-05-07,26,125340,4146,845,3
TR000897,VID000897,2026 Global Music Festival Highlights,CH009,TW,C06,2026-06-30,2026-04-13,27,154576,2429,1124,3
TR000898,VID000898,Breaking News: Global Update,CH010,JP,C10,2026-06-30,2026-05-03,28,261541,10613,3159,9
TR000899,VID000899,AI Technology Explained,CH003,CA,C04,2026-06-30,2026-03-21,29,357239,23709,1306,3
TR000900,VID000900,Amazing Street Food Tour,CH005,KR,C02,2026-06-30,2026-03-16,30,1644214,102227,23244,13
TR000901,VID000901,The Ultimate Tech Review 2026,CH010,JP,C10,2026-07-01,2026-05-13,1,400121,17261,5492,14
TR000902,VID000902,Top 10 Gaming Moments,CH009,TW,C06,2026-07-01,2026-06-25,2,417737,37820,379,2
TR000903,VID000903,Behind the Scenes: Movie Production,CH002,TW,C01,2026-07-01,2026-05-13,3,258423,21575,1647,6
TR000904,VID000904,Funny Moments You Can't Miss,CH010,US,C10,2026-07-01,2026-05-04,4,852052,36903,10552,9
TR000905,VID000905,The Ultimate Tech Review 2026,CH006,TW,C08,2026-07-01,2026-04-24,5,2497626,99564,4289,12
TR000906,VID000906,2026 Global Music Festival Highlights,CH005,TW,C02,2026-07-01,2026-04-23,6,191961,22580,2780,14
TR000907,VID000907,Behind the Scenes: Movie Production,CH003,GB,C04,2026-07-01,2026-03-09,7,993430,54363,1770,2
TR000908,VID000908,AI Technology Explained,CH003,GB,C04,2026-07-01,2026-04-24,8,246605,14474,718,3
TR000909,VID000909,Amazing Street Food Tour,CH007,GB,C09,2026-07-01,2026-06-22,9,1563976,152617,6308,10
TR000910,VID000910,Funny Moments You Can't Miss,CH010,US,C10,2026-07-01,2026-04-18,10,1063195,97650,3213,2
TR000911,VID000911,Funny Moments You Can't Miss,CH005,TW,C02,2026-07-01,2026-04-21,11,553926,25750,553,14
TR000912,VID000912,Behind the Scenes: Movie Production,CH008,US,C05,2026-07-01,2026-04-22,12,159957,15775,1460,12
TR000913,VID000913,AI Technology Explained,CH001,JP,C07,2026-07-01,2026-06-20,13,138156,4165,256,6
TR000914,VID000914,AI Technology Explained,CH005,JP,C02,2026-07-01,2026-03-29,14,2762432,102785,30863,14
TR000915,VID000915,Breaking News: Global Update,CH008,CA,C05,2026-07-01,2026-05-05,15,1132201,57804,879,7
TR000916,VID000916,Behind the Scenes: Movie Production,CH011,JP,C02,2026-07-01,2026-06-04,16,1533270,96314,12283,13
TR000917,VID000917,Behind the Scenes: Movie Production,CH007,US,C09,2026-07-01,2026-05-29,17,2344030,92511,28809,12
TR000918,VID000918,Behind the Scenes: Movie Production,CH008,US,C05,2026-07-01,2026-03-17,18,293176,23730,3674,5
TR000919,VID000919,Amazing Street Food Tour,CH006,TW,C08,2026-07-01,2026-06-18,19,461114,9478,4918,14
TR000920,VID000920,2026 Global Music Festival Highlights,CH010,US,C10,2026-07-01,2026-04-15,20,275763,32965,2057,1
TR000921,VID000921,Behind the Scenes: Movie Production,CH006,JP,C08,2026-07-01,2026-03-10,21,978970,23080,3580,6
TR000922,VID000922,New Science Discovery Explained,CH006,JP,C08,2026-07-01,2026-06-25,22,1918059,126816,26960,3
TR000923,VID000923,K-Pop New Release Performance,CH007,GB,C09,2026-07-01,2026-03-19,23,565849,35038,6666,9
TR000924,VID000924,The Ultimate Tech Review 2026,CH004,TW,C03,2026-07-01,2026-06-06,24,198336,22271,2142,3
TR000925,VID000925,Top 10 Gaming Moments,CH006,TW,C08,2026-07-01,2026-03-17,25,849417,22505,12320,12
TR000926,VID000926,2026 Global Music Festival Highlights,CH005,JP,C02,2026-07-01,2026-06-20,26,86566,3929,645,11
TR000927,VID000927,Top 10 Gaming Moments,CH012,AU,C01,2026-07-01,2026-06-02,27,136752,16238,840,11
TR000928,VID000928,AI Technology Explained,CH007,AU,C09,2026-07-01,2026-05-16,28,201053,20867,1952,10
TR000929,VID000929,Breaking News: Global Update,CH009,TW,C06,2026-07-01,2026-04-12,29,124068,1953,1285,8
TR000930,VID000930,2026 Global Music Festival Highlights,CH010,JP,C10,2026-07-01,2026-04-25,30,127097,10582,1431,5
TR000931,VID000931,K-Pop New Release Performance,CH003,GB,C04,2026-07-02,2026-04-03,1,568699,16533,1238,10
TR000932,VID000932,2026 Global Music Festival Highlights,CH011,JP,C02,2026-07-02,2026-03-05,2,994224,95488,7472,11
TR000933,VID000933,Best Travel Destinations 2026,CH008,CA,C05,2026-07-02,2026-03-08,3,809458,30594,6766,14
TR000934,VID000934,2026 Global Music Festival Highlights,CH005,KR,C02,2026-07-02,2026-04-08,4,255848,29419,312,2
TR000935,VID000935,K-Pop New Release Performance,CH008,US,C05,2026-07-02,2026-05-30,5,224348,26518,1857,7
TR000936,VID000936,Best Travel Destinations 2026,CH009,US,C06,2026-07-02,2026-03-20,6,95558,7120,1339,5
TR000937,VID000937,Funny Moments You Can't Miss,CH005,TW,C02,2026-07-02,2026-06-27,7,1041420,88593,2417,10
